Name,Date,Appetite,SleepInd,StSpirit,pEffort,uaI,uaI(-1),DeltaWt (%),DeltaHrtwo,FatigInd,Sex_F
269.0,1573430400,6.0,-2.0,5.0,1.0,1.33,2.58,0.0,0.0,Low/Minimal,0
274.0,1586908800,4.0,-4.5,4.0,4.0,2.0,2.0,0.0,7.0,Low/Minimal,0
274.0,1588464000,3.0,-4.0,5.0,4.0,1.0,2.0,-0.005119453924914641,12.0,Low/Minimal,0
274.0,1577404800,5.0,-5.0,4.0,4.0,1.0,1.0,-0.007054673721340388,7.0,Low/Minimal,0
275.0,1575158400,3.0,-7.5,3.0,1.0,0.0,1.5,0.006896551724137945,-6.0,Low/Minimal,0
269.0,1584489600,6.0,-5.0,6.0,5.0,2.0,2.0,-0.008333333333333304,0.0,Low/Minimal,0
274.0,1588377600,3.0,-4.0,5.0,4.0,2.0,2.0,0.012089810017271052,8.0,Low/Minimal,0
274.0,1587686400,3.0,-4.0,5.0,5.0,2.0,2.0,-0.008620689655172376,-1.0,Low/Minimal,0
274.0,1585440000,4.0,-5.5,5.0,1.0,2.0,2.0,0.013722126929674117,15.0,Low/Minimal,0
275.0,1577577600,3.0,-6.0,3.0,1.0,0.0,0.0,0.0,-6.0,Low/Minimal,0
274.0,1587513600,2.0,-5.0,5.0,4.0,2.0,2.0,0.0,20.0,Low/Minimal,0
275.0,1576540800,3.0,-7.0,3.0,6.0,2.2,2.35,-0.0017636684303351524,-6.0,Low/Minimal,0
274.0,1577577600,4.0,-6.0,4.0,1.0,0.0,1.0,0.0,10.0,Low/Minimal,0
274.0,1588896000,3.0,-5.0,5.0,4.0,2.0,2.0,-0.003389830508474523,11.0,Low/Minimal,0
275.0,1576454400,4.0,-6.0,3.0,3.0,2.35,3.06,-0.01903114186851207,6.0,Low/Minimal,0
275.0,1577059200,3.0,-6.0,3.0,3.0,1.0,0.0,-0.0017605633802817433,-6.0,Low/Minimal,0
274.0,1586736000,5.0,-4.0,5.0,5.0,2.0,1.0,-0.0034188034188034067,-2.0,Low/Minimal,0
274.0,1585958400,5.0,-5.0,5.0,5.0,2.0,2.0,0.0,8.0,Low/Minimal,0
275.0,1579046400,4.0,-4.0,3.0,6.0,2.05,2.36,0.0,-18.0,Low/Minimal,0
269.0,1582156800,5.0,-4.0,5.0,1.0,0.0,2.4,0.0,0.0,Low/Minimal,0
274.0,1586563200,4.0,-5.0,6.0,3.0,2.0,2.0,-0.011986301369863006,15.0,Low/Minimal,0
275.0,1576713600,3.0,-7.0,3.0,6.0,1.94,1.87,0.01610017889087656,-6.0,Low/Minimal,0
274.0,1589500800,4.0,-3.0,5.0,4.0,2.0,2.0,0.003424657534246478,4.0,Low/Minimal,0
274.0,1585008000,4.0,-3.5,5.0,3.0,2.0,2.0,-0.010204081632653073,28.0,Low/Minimal,0
274.0,1586476800,4.0,-6.0,5.0,5.0,2.0,2.0,0.0,7.0,Low/Minimal,0
274.0,1577232000,3.0,-5.0,4.0,1.0,0.0,0.0,0.0035842293906809264,12.0,Low/Minimal,0
274.0,1585785600,4.0,-5.5,5.0,5.0,2.0,2.0,0.0,30.0,Low/Minimal,0
274.0,1588118400,3.0,-4.5,5.0,6.0,2.0,2.0,0.003472222222222321,5.0,Low/Minimal,0
274.0,1577750400,3.0,-5.0,4.0,1.0,0.0,1.41,0.0,14.0,Low/Minimal,0
275.0,1578182400,4.0,-7.0,3.0,1.0,0.0,1.16,0.0,-12.0,Low/Minimal,0
274.0,1577491200,5.0,-5.0,4.0,4.0,1.0,1.0,0.0,17.0,Low/Minimal,0
275.0,1576886400,3.0,-6.0,3.0,1.0,0.0,1.94,-0.008802816901408494,-12.0,Low/Minimal,0
275.0,1579910400,6.0,-6.0,3.0,2.0,1.0,0.0,0.0,0.0,Low/Minimal,0
269.0,1571443200,5.0,-1.0,5.0,5.0,1.78,2.18,0.0,0.0,Low/Minimal,0
275.0,1575331200,4.0,-5.0,3.0,6.0,1.9,1.6,0.007017543859649145,12.0,Low/Minimal,0
274.0,1589587200,4.0,-3.7,5.0,5.0,2.0,2.0,0.0,14.0,Low/Minimal,0
275.0,1577145600,4.0,-6.0,4.0,1.0,0.0,1.0,-0.005291005291005346,-6.0,Low/Minimal,0
274.0,1589155200,3.0,-5.0,5.0,5.0,2.0,0.0,-0.005093378607809895,19.0,Low/Minimal,0
275.0,1580428800,6.0,-5.0,3.0,5.0,2.85,2.23,-0.005328596802841923,-6.0,Low/Minimal,0
275.0,1576108800,4.0,-6.0,3.0,2.0,2.0,2.79,0.0017421602787457413,6.0,Low/Minimal,0
269.0,1573516800,6.0,-6.0,5.0,6.0,2.07,1.33,0.0,0.0,Low/Minimal,0
275.0,1578268800,4.0,-5.0,3.0,4.0,1.54,0.0,0.0035714285714285587,-6.0,Low/Minimal,0
274.0,1588550400,3.0,-4.5,5.0,4.0,2.0,1.0,0.0,17.0,Low/Minimal,0
275.0,1575763200,5.0,-7.0,3.0,1.0,0.0,0.0,0.0,-6.0,Low/Minimal,0
274.0,1589414400,3.0,-4.5,5.0,5.0,2.0,2.0,0.01038062283737018,3.0,Low/Minimal,0
275.0,1579824000,5.0,-7.0,3.0,1.0,0.0,0.0,-0.005328596802841923,0.0,Low/Minimal,0
275.0,1575676800,5.0,-7.0,3.0,1.0,0.0,0.0,0.0,-24.0,Low/Minimal,0
275.0,1577318400,3.0,-6.0,3.0,1.0,0.0,0.0,0.0017636684303350414,-6.0,Low/Minimal,0
274.0,1587340800,3.0,-4.5,5.0,4.0,2.0,0.0,0.0,21.0,Low/Minimal,0
269.0,1571702400,6.0,-4.5,4.0,5.0,1.42,1.93,0.0,-6.0,Low/Minimal,0
275.0,1575849600,3.0,-5.0,3.0,4.0,1.4,0.0,-0.0017391304347825765,12.0,Low/Minimal,0
275.0,1576281600,4.0,-6.0,3.0,2.0,3.67,2.91,0.003472222222222321,6.0,Low/Minimal,0
275.0,1579651200,6.0,-8.0,3.0,1.0,0.0,0.0,0.0,6.0,Low/Minimal,0
274.0,1587859200,4.0,-5.5,5.0,3.0,1.0,0.0,0.00519031141868509,16.0,Low/Minimal,0
274.0,1586995200,3.0,-5.5,5.0,4.0,2.0,2.0,-0.003401360544217691,20.0,Low/Minimal,0
275.0,1580083200,5.0,-4.5,3.0,2.0,1.0,0.0,0.005357142857142838,-6.0,Low/Minimal,0
274.0,1577059200,4.0,-6.0,4.0,3.0,1.0,0.0,0.001814882032667775,4.0,Low/Minimal,0
275.0,1575072000,3.0,-5.0,4.0,6.0,1.5,1.6,-0.0034364261168384758,-6.0,Low/Minimal,0
274.0,1586131200,5.0,-6.0,5.0,4.0,2.0,2.0,0.0,14.0,Low/Minimal,0
274.0,1577145600,3.0,-5.0,4.0,1.0,0.0,1.0,0.010869565217391353,4.0,Low/Minimal,0
274.0,1586304000,5.0,-5.5,6.0,5.0,2.0,2.0,0.0,22.0,Low/Minimal,0
275.0,1578614400,3.0,-5.0,3.0,7.0,2.19,1.89,0.007067137809187329,0.0,Low/Minimal,0
275.0,1580515200,6.0,-4.0,3.0,3.0,2.64,2.85,0.005357142857142838,0.0,Low/Minimal,0
275.0,1577232000,3.0,-6.0,3.0,1.0,0.0,0.0,0.005319148936170137,-6.0,Low/Minimal,0
275.0,1578355200,4.0,-5.0,3.0,4.0,1.89,1.54,0.003558718861210064,0.0,Low/Minimal,0
275.0,1577923200,4.0,-8.0,3.0,7.0,1.41,0.0,0.0,-6.0,Low/Minimal,0
274.0,1586044800,5.0,-5.0,5.0,4.0,2.0,2.0,0.0,3.0,Low/Minimal,0
275.0,1576022400,4.0,-6.0,3.0,2.0,2.79,2.33,-0.00692041522491349,6.0,Low/Minimal,0
275.0,1576972800,3.0,-7.0,3.0,1.0,0.0,0.0,0.008880994671403242,0.0,Low/Minimal,0
274.0,1585094400,4.0,-6.0,5.0,5.0,2.0,2.0,0.0068728522336769515,23.0,Low/Minimal,0
275.0,1579737600,5.0,-7.0,3.0,1.0,0.0,0.0,0.0,-6.0,Low/Minimal,0
275.0,1574812800,4.0,-6.800000000000001,3.0,5.0,3.23,2.13,0.022727272727272707,-6.0,Low/Minimal,0
269.0,1572566400,7.0,-4.0,5.0,1.0,1.69,2.28,0.0,-12.0,Low/Minimal,0
267.0,1586131200,6.0,-4.0,5.0,6.0,2.0,2.0,-0.011382113821138184,8.0,Low/Minimal,1
267.0,1585353600,6.0,-4.5,6.0,7.0,2.0,2.0,-0.00983606557377048,4.0,Low/Minimal,1
283.0,1711307737,5.0,-6.757117219206806,4.0,1.0,0.0,1.843344478998323,0.0016779466721463894,0.0,Low/Minimal,1
270.0,1580169600,6.0,-3.0,5.0,1.0,0.0,2.02,0.002450980392156854,6.0,Low/Minimal,1
283.0,1709856000,5.0,-9.8,5.0,1.0,1.0,2.0,0.0,0.0,Low/Minimal,1
269.83142140585915,1585836082,5.707855351464782,-5.707855351464782,5.292144648535218,3.4607232426760905,2.0,2.0,-0.0019220042666790566,6.292144648535218,Low/Minimal,1
283.0,1734220800,5.0,-7.0,4.0,1.0,0.0,3.67,-0.0017064846416382506,0.0,Low/Minimal,1
267.0,1586649600,6.0,-8.0,5.0,1.0,0.0,2.0,0.018151815181518094,9.0,Low/Minimal,1
271.0,1587340800,6.0,-5.5,5.0,2.0,2.0,0.0,0.004444444444444473,6.0,Low/Minimal,1
271.0,1584921600,6.0,-6.5,5.0,2.0,2.0,2.0,0.0022371364653244186,-6.0,Low/Minimal,1
267.7986951286334,1587755689,7.600652435683281,-5.90016310892082,5.0,1.1996737821583596,1.1996737821583596,1.6006524356832805,0.0008874390318149379,5.19967378215836,Low/Minimal,1
267.0,1587945600,6.0,-5.0,4.0,6.0,2.0,1.0,0.004901960784313708,24.0,Low/Minimal,1
283.0,1706227200,6.0,-10.5,4.0,1.0,0.0,1.89,0.0,0.0,Low/Minimal,1
271.0,1587254400,6.0,-6.0,5.0,1.0,0.0,1.0,-0.0022172949002217113,0.0,Low/Minimal,1
270.0,1572134400,5.0,-6.0,5.0,1.0,0.0,1.86,-0.005102040816326481,6.0,Low/Minimal,1
271.0,1585108200,6.0,-6.068054981357884,5.0,2.0,2.0,2.0,0.0022371364653244186,-3.408329888147305,Low/Minimal,1
267.0,1586822400,6.0,-6.800000000000001,4.0,6.0,2.0,2.0,-0.017828200972447306,5.0,Low/Minimal,1
270.0,1580256000,6.0,-4.0,5.0,1.0,0.0,0.0,0.0,-6.0,Low/Minimal,1
267.0,1588018984,6.0,-4.4691522233043095,3.7876608893217236,6.212339110678276,2.0,1.2123391106782762,0.00386108279079275,22.30128711457379,Low/Minimal,1
271.0,1585094400,6.0,-7.0,5.0,2.0,2.0,2.0,-0.0022321428571429047,6.0,Low/Minimal,1
283.0,1734912000,4.0,-6.0,3.0,3.0,1.0,0.0,-0.0017421602787456303,0.0,Low/Minimal,1
271.0,1578172984,6.0,-6.592414568862043,5.0,1.0,0.0,0.7458813389824623,0.0,1.1089748263445092,Low/Minimal,1
270.785175961393,1575288325,5.214824038606986,-5.17776394208952,4.785175961393014,2.074120193034932,0.6272861927324005,2.504824038606986,-0.0018431360596080399,-6.0,Low/Minimal,1
271.0,1578787200,6.0,-6.0,5.0,1.0,0.0,1.83,0.0,-6.0,Low/Minimal,1
271.0,1575158400,5.0,-5.5,5.0,1.0,0.0,2.29,-0.0023474178403756207,-6.0,Low/Minimal,1
267.0,1586217600,6.0,-5.0,5.0,5.0,2.0,2.0,0.006578947368421018,11.0,Low/Minimal,1
283.0,1704412800,6.0,-5.0,4.0,1.0,0.0,1.16,0.0,0.0,Low/Minimal,1
270.81659549014654,1589068800,6.0,-6.591702254926717,5.0,1.0,0.0,2.0,0.0036052781021923635,-3.799145881758794,Low/Minimal,1
268.82427993686815,1586491982,6.0,-6.8598250394574105,5.0,1.456069984217036,0.9121399684340719,2.0,0.00885757105087408,7.631790047348892,Low/Minimal,1
270.0,1575763200,6.0,-4.0,4.0,6.0,2.92,3.29,0.0,-6.0,Low/Minimal,1
283.0,1709251200,5.0,-7.0,4.0,1.0,0.0,2.64,0.0,0.0,Low/Minimal,1
283.0,1712880000,6.0,-7.0,4.0,1.0,0.0,2.0,0.0,0.0,Low/Minimal,1
267.0,1588550400,6.0,-3.0,4.0,5.0,2.0,2.0,0.0,13.0,Low/Minimal,1
267.87368742059414,1577170762,6.0,-6.708770859801958,4.291229140198042,1.0,0.0,0.949752952134624,0.0011832568611051006,4.252625158811749,Low/Minimal,1
270.0,1578787200,6.0,-6.0,5.0,1.0,0.0,1.83,0.0,0.0,Low/Minimal,1
283.0,1710460800,6.0,-7.0,5.0,1.0,0.0,0.0,0.012612612612612706,0.0,Low/Minimal,1
267.0,1584057600,6.0,-5.0,6.0,4.0,2.0,2.0,0.0,8.0,Low/Minimal,1
271.0,1589241600,6.0,-6.0,5.0,2.0,2.0,2.0,0.00219780219780219,6.0,Low/Minimal,1
271.0,1586217600,6.0,-5.0,5.0,2.0,2.0,2.0,-0.0044345898004434225,6.0,Low/Minimal,1
270.0,1584144000,6.0,-6.0,5.0,1.0,2.0,2.0,0.0,12.0,Low/Minimal,1
268.56982059239425,1577382956,6.0,-7.0,4.392455148098562,1.0,0.0,0.8141101015479275,0.0010142651951609949,6.0,Low/Minimal,1
283.0,1708041600,5.0,-8.0,3.0,1.0,0.0,2.31,0.0053859964093356805,0.0,Low/Minimal,1
270.0,1579996800,6.0,-8.0,5.0,5.0,0.0,1.83,0.0,24.0,Low/Minimal,1
270.0,1580342400,6.0,-4.0,5.0,1.0,0.0,0.0,0.0024449877750611915,0.0,Low/Minimal,1
283.0,1708484751,5.0,-7.633638156706308,3.3663618432936917,1.0,0.0,2.430899408286918,0.003412772836838256,0.0,Low/Minimal,1
271.0,1585008000,6.0,-5.5,5.0,2.0,2.0,2.0,0.0,-6.0,Low/Minimal,1
267.0,1589068800,6.0,-8.0,3.0,5.0,2.0,2.0,0.0,10.0,Low/Minimal,1
271.0,1588982400,6.0,-6.0,5.0,2.0,2.0,0.0,-0.00439560439560438,6.0,Low/Minimal,1
267.0,1585440000,6.0,-8.0,4.0,5.0,2.0,2.0,0.013245033112582849,9.0,Low/Minimal,1
271.0,1577750400,6.0,-7.0,5.0,1.0,0.0,0.0,0.0,6.0,Low/Minimal,1
267.0,1587859200,8.0,-6.0,5.0,1.0,1.0,2.0,0.0,5.0,Low/Minimal,1
271.0,1589587200,6.0,-5.0,5.0,2.0,2.0,2.0,-0.002192982456140302,6.0,Low/Minimal,1
269.09902572652896,1585913061,5.5247564316322375,-5.5247564316322375,5.4752435683677625,4.376217841838811,2.0,2.0,-0.0019578798585896343,3.3267049785743352,Low/Minimal,1
271.0,1589068800,6.0,-6.5,5.0,1.0,0.0,2.0,0.004415011037527616,-6.0,Low/Minimal,1
267.0,1588157056,6.0,-3.4703677631940515,3.3881471052776204,6.61185289472238,2.0,1.6118528947223796,0.0019026818886157802,19.105176842220963,Low/Minimal,1
267.0,1581811200,6.0,-6.0,4.0,6.0,2.18,2.05,0.0,6.0,Low/Minimal,1
271.0,1588896000,6.0,-6.0,5.0,1.0,0.0,2.0,0.022471910112359605,0.0,Low/Minimal,1
271.0,1589500800,6.0,-6.0,5.0,2.0,2.0,2.0,-0.002188183807439792,6.0,Low/Minimal,1
271.0,1585958400,6.0,-5.5,5.0,2.0,2.0,2.0,0.0,6.0,Low/Minimal,1
270.0,1577059200,6.0,-5.0,5.0,4.0,1.0,1.0,-0.005025125628140725,0.0,Low/Minimal,1
267.0,1574985600,6.0,-4.5,3.0,2.0,2.33,1.87,-0.0033003300330033403,-18.0,Low/Minimal,1
283.0,1734659534,5.0,-5.8526206184364575,3.0,1.0,0.0,1.0852620618436457,-0.0054933271586708726,1.0231447421237492,Low/Minimal,1
267.0,1588032000,6.0,-6.0,3.0,8.0,2.0,2.0,-0.001626016260162566,5.0,Low/Minimal,1
270.0,1576972800,6.0,-5.0,5.0,1.0,1.0,1.0,-0.0025062656641604564,0.0,Low/Minimal,1
283.0,1733011200,5.0,-10.0,3.0,1.0,0.0,1.5,0.0017421602787457413,6.0,Low/Minimal,1
271.0,1579996800,6.0,-6.5,5.0,1.0,0.0,1.83,0.0,0.0,Low/Minimal,1
267.0,1585612800,6.0,-6.0,5.0,7.0,2.0,2.0,-0.004934210526315819,7.0,Low/Minimal,1
271.0,1583020800,6.0,-6.0,5.0,1.0,0.0,2.64,0.0,-6.0,Low/Minimal,1
271.0,1577664000,6.0,-7.0,5.0,1.0,0.0,0.0,0.0,6.0,Low/Minimal,1
271.0,1585785600,6.0,-6.0,5.0,2.0,2.0,2.0,0.0,6.0,Low/Minimal,1
267.0,1587979426,6.6084844859190754,-6.0,3.6084844859190754,5.8703042992832355,1.6957577570404623,2.0,-0.0011313134260820278,5.0,Low/Minimal,1
267.55797544260815,1589068800,6.0,-7.790759209021937,3.278987721304084,4.442024557391832,1.7210122786959163,2.0,0.000615866934446104,7.768098229567331,Low/Minimal,1
267.0,1576108800,6.0,-6.0,2.0,6.0,2.69,2.43,0.001677852348993314,-6.0,Low/Minimal,1
271.0,1588723200,6.0,-6.0,5.0,2.0,2.0,2.0,-0.0066225165562914245,6.0,Low/Minimal,1
283.0,1735084800,5.0,-5.0,3.0,1.0,0.0,0.0,0.017574692442882345,0.0,Low/Minimal,1
271.0,1587427200,6.0,-5.5,5.0,2.0,2.0,2.0,-0.006637168141592875,6.0,Low/Minimal,1
271.0,1585612800,6.0,-6.0,5.0,2.0,2.0,2.0,0.0022321428571427937,-6.0,Low/Minimal,1
267.0,1585958400,5.0,-5.0,6.0,7.0,2.0,2.0,-0.006578947368421018,7.0,Low/Minimal,1
270.0,1577577600,6.0,-6.0,4.0,1.0,1.0,1.0,0.0,4.0,Low/Minimal,1
267.0,1584144000,6.0,-7.0,5.0,2.0,2.0,2.0,0.0033444816053511683,13.0,Low/Minimal,1
271.0,1576972800,6.0,-6.0,5.0,1.0,0.0,1.0,0.004784688995215225,-6.0,Low/Minimal,1
267.0,1585785600,6.0,-6.0,5.0,6.0,2.0,2.0,0.009884678747940745,8.0,Low/Minimal,1
283.0,1712725429,5.948885537253333,-7.143120495690667,4.051114462746667,1.0,0.051114462746666756,2.0,0.0,0.0,Low/Minimal,1
267.0,1574899200,6.0,-5.5,4.0,4.0,1.87,2.85,0.006644518272425293,-6.0,Low/Minimal,1
267.0,1576022400,6.0,-6.0,2.0,5.0,2.43,2.0,-0.0033444816053511683,-6.0,Low/Minimal,1
270.0,1577232000,6.0,-6.0,5.0,1.0,0.0,0.0,0.0,0.0,Low/Minimal,1
271.0,1586304000,6.0,-5.5,5.0,2.0,2.0,2.0,-0.00222717149220486,6.0,Low/Minimal,1
283.0,1705017600,6.0,-6.0,4.0,1.0,0.0,1.89,0.0,0.0,Low/Minimal,1
271.0,1582588800,6.0,-7.0,5.0,1.0,0.0,0.0,0.0,0.0,Low/Minimal,1
270.0,1589068800,6.0,-7.0,5.0,1.0,0.0,2.0,0.0,6.0,Low/Minimal,1
271.0,1585872000,6.0,-6.0,5.0,2.0,2.0,2.0,0.00222717149220486,0.0,Low/Minimal,1
271.0,1584835200,6.0,-5.0,5.0,2.0,2.0,2.0,0.0022421524663676085,-6.0,Low/Minimal,1
283.0,1710020929,5.818175032792899,-7.181824967207101,4.636350065585798,1.0,0.0,0.4200156742484024,0.01129863335843356,0.0,Low/Minimal,1
283.0,1734998400,5.0,-5.0,3.0,1.0,0.0,1.0,-0.006980802792321161,0.0,Low/Minimal,1
267.0,1588291200,6.0,-2.5,3.0,7.0,2.0,2.0,0.0,16.0,Low/Minimal,1
271.0,1586563200,6.0,-5.0,5.0,2.0,2.0,2.0,0.0022222222222221255,6.0,Low/Minimal,1
270.0,1580005708,6.0,-7.862528132298237,5.0,4.862528132298237,0.0,1.7671066205264436,0.0,22.96896099223678,Low/Minimal,1
271.0,1582502400,6.0,-4.0,5.0,1.0,0.0,0.0,0.0,-6.0,Low/Minimal,1
267.0,1585526400,6.0,-4.0,4.0,6.0,2.0,2.0,-0.006535947712418277,4.0,Low/Minimal,1
283.0,1713484800,5.0,-6.5,4.0,1.0,0.0,1.0,0.003454231433505983,0.0,Low/Minimal,1
283.0,1715904000,6.0,-6.0,5.0,1.0,0.0,2.0,0.008196721311475308,-6.0,Low/Minimal,1
267.0,1583280000,6.0,-3.5,4.0,8.0,3.12,2.47,-0.01340033500837523,-1.0,Low/Minimal,1
271.0,1577318400,6.0,-7.0,4.0,1.0,0.0,0.0,0.011904761904761862,-6.0,Low/Minimal,1
271.0,1585353600,6.0,-5.5,5.0,2.0,2.0,2.0,0.0022371364653244186,0.0,Low/Minimal,1
270.95354958728,1576972800,6.0,-5.953549587280002,5.0,1.0,0.046450412719997725,1.0,0.004446021142164434,-5.721297523680014,Low/Minimal,1
271.0,1588740061,6.0,-6.0,5.0,2.0,2.0,1.869896814029441,-0.006477652372800442,6.0,Low/Minimal,1
267.0,1577145600,6.0,-7.0,4.0,1.0,0.0,1.34,0.0016694490818029983,6.0,Low/Minimal,1
271.0,1581811200,6.0,-6.0,5.0,1.0,0.0,2.11,0.0,-6.0,Low/Minimal,1
269.0,1584662400,6.0,-7.5,7.0,6.0,2.0,2.0,0.0014005602240896309,-6.0,Optimal,0
274.0,1572220800,5.0,-5.0,6.0,5.0,2.08,0.0,0.018181818181818077,10.0,Optimal,0
274.0,1575590400,5.0,-6.0,3.0,3.0,3.29,1.53,-0.0017605633802817433,10.0,Optimal,0
274.0,1578960000,3.0,-2.0,4.0,6.0,2.36,2.33,0.003577817531305927,19.0,Optimal,0
274.0,1583020800,3.0,-4.0,4.0,1.0,0.0,2.64,0.0,26.0,Optimal,0
274.0,1581465600,4.0,-4.0,5.0,7.0,2.76,2.21,0.0,16.0,Optimal,0
269.0,1572393600,6.0,-5.0,5.0,7.0,2.15,1.52,0.006849315068493178,-6.0,Optimal,0
274.0,1583366400,4.0,-4.0,4.0,5.0,2.47,2.76,0.0,30.0,Optimal,0
275.0,1582675200,4.0,-5.0,3.0,8.0,1.72,2.58,0.0017667844522968323,-12.0,Optimal,0
275.0,1578528000,4.0,-4.0,3.0,7.0,1.89,2.44,-0.0035211267605633756,0.0,Optimal,0
274.0,1572998400,4.0,-5.0,4.0,4.0,2.75,2.3,-0.01590106007067138,16.0,Optimal,0
274.0,1578268800,3.0,-5.0,4.0,5.0,1.54,0.0,0.010771992818671361,21.0,Optimal,0
274.0,1578528000,5.0,-3.0,4.0,6.0,1.89,2.44,-0.01245551601423489,16.0,Optimal,0
274.0,1579996800,5.0,-3.0,4.0,1.0,0.0,1.0,0.0,16.0,Optimal,0
275.0,1579392000,4.0,-5.0,3.0,5.0,1.75,2.51,-0.005300353356890497,-12.0,Optimal,0
274.0,1576368000,4.0,-4.0,4.0,5.0,3.06,3.67,0.0,10.0,Optimal,0
274.0,1576540800,4.0,-6.0,4.0,5.0,2.2,2.35,0.0018214936247722413,10.0,Optimal,0
274.0,1573516800,3.0,-4.0,4.0,6.0,2.07,1.33,-0.0017953321364452268,16.0,Optimal,0
275.0,1574899200,5.0,-3.0,3.0,5.0,1.9,3.23,-0.0017094017094017033,-6.0,Optimal,0
274.0,1573257600,4.0,-3.0,4.0,4.0,2.32,1.69,0.0,16.0,Optimal,0
274.0,1580515200,5.0,-4.0,5.0,1.0,0.0,0.0,0.0,16.0,Optimal,0
274.0,1573689600,4.0,-5.5,4.0,5.0,2.61,2.69,0.017889087656529412,10.0,Optimal,0
275.0,1574985600,3.0,-7.0,3.0,5.0,1.6,1.9,-0.003424657534246589,-24.0,Optimal,0
274.0,1582588800,4.0,-5.0,4.0,7.0,2.58,1.8,-0.014336917562724039,22.0,Optimal,0
274.0,1571529600,6.0,-6.5,4.0,1.0,0.0,1.78,-0.0018518518518518823,28.0,Optimal,0
